Name,Prescribed_For,Side_Effects,URL
Cyclosporine Injection,"Cyclosporine injection is used with other medications to prevent transplant rejection (attack of the transplanted organ by the immune system of the person receiving the organ) in people who have received kidney, liver, and heart transplants. Cyclosporine injection should only be used to treat people who are unable to take cyclosporine by mouth. Cyclosporine is in a class of medications called immunosuppressants. It works by decreasing the activity of the immune system.","['headache', 'diarrhea', 'nausea', 'vomiting', 'increased hair growth on the face, arms, and back', 'swelling of gum tissue, or growth of extra tissue on the gums', 'acne', 'uncontrollable shaking of a part of your body', 'pain, burning, numbness, or tingling in the hands, arms, feet, or legs', 'cramps', 'breast enlargement in men', 'flushing of the face or chest', 'shortness of breath', 'wheezing', 'fast heartbeat', 'rash', 'hives', 'itching', 'difficulty swallowing', 'loss of consciousness', 'seizures', 'changes in mood or behavior', 'difficulty moving', 'vision problems or sudden blackouts', 'swelling of the hands, arms, feet, ankles, or lower legs']",https://medlineplus.gov/druginfo/meds/a684054.html
Duloxetine,"Duloxetine is used to treat depression in adults and generalized anxiety disorder (GAD; excessive worry and tension that disrupts daily life and lasts for 6 months or longer) in adults and children 7 years of age and older. Duloxetine is also used to treat pain and tingling caused by diabetic neuropathy (damage to nerves that can develop in people who have diabetes) in adults and fibromyalgia (a long-lasting condition that may cause pain, muscle stiffness and tenderness, tiredness, and difficulty falling asleep or staying asleep) in adults and children 13 years of age and older. It is also used to treat ongoing bone or muscle pain such as lower back pain or osteoarthritis (joint pain or stiffness that may worsen over time) in adults. Duloxetine is in a class of medications called selective serotonin and norepinephrine reuptake inhibitors (SNRIs). It works by increasing the amounts of serotonin and norepinephrine, natural substances in the brain that help maintain mental balance and stop the movement of pain signals in the brain.","['nausea', 'vomiting', 'constipation', 'diarrhea', 'weight changes', 'heartburn', 'stomach pain', 'decreased appetite', 'dry mouth', 'increased urination', 'sweating or night sweats', 'dizziness', 'headache', 'weight changes', 'tiredness', 'drowsiness', 'muscle pain or cramps', 'uncontrollable shaking of a part of the body', 'unusual bruising or bleeding', 'pain in the upper right part of the stomach', 'swelling of the abdomen', 'itching', 'yellowing of the skin or eyes', 'dark colored urine', 'loss of appetite', 'extreme tiredness or weakness', 'confusion', 'unsteady walking that may cause falling ', 'flu-like symptoms', 'agitation, fever, sweating, confusion, fast or irregular heartbeat, and severe muscle stiffness or twitching, loss of coordination, nausea, vomiting, or diarrhea', 'seizures', 'hallucinations (seeing things or hearing voices that do not exist)', 'fever', 'blisters or peeling skin', 'rash', 'hives', 'difficulty breathing or swallowing', 'swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs', 'hoarseness', 'difficulty urinating', 'sexual problems in males', 'decreased sex drive, inability to get or keep an erection, or delayed or absent ejaculation', 'sexual problems in females', 'decreased sex drive, or delayed orgasm or unable to have an orgasm']",https://medlineplus.gov/druginfo/meds/a604030.html
Cyproheptadine,"Cyproheptadine relieves red, irritated, itchy, watery eyes; sneezing; and runny nose caused by allergies, irritants in the air, and hay fever. It may also be used to relieve the itching of allergic skin conditions, and to treat hives, including hives caused by exposure to cold temperatures and by rubbing the skin. Cyproheptadine is also sometimes used to treat allergic reactions in people who have received blood products as part of medical treatment and to treat life-threatening allergic reactions after the symptoms have been brought under control with other medications. Cyproheptadine will help relieve symptoms but will not treat the cause of symptoms or speed recovery. Cyproheptadine is in a class of medications called antihistamines. It works by blocking the action of histamine, a substance in the body that causes allergic symptoms.","['dry mouth, nose, and throat', 'drowsiness', 'dizziness', 'nausea', 'chest congestion', 'headache', 'excitement (especially in children)', 'muscle weakness', 'difficulty urinating', 'vision problems', 'nervousness']",https://medlineplus.gov/druginfo/meds/a682541.html
Ramucirumab Injection,Ramucirumab injection is used alone and in combination with another chemotherapy medication to treat stomach cancer or cancer located in the area where the stomach meets the esophagus (the tube between the throat and stomach) when these conditions do not improve after treatment with other medications. Ramucirumab is also used in combination with docetaxel to treat a certain type of non-small cell lung cancer (NSCLC) that has spread to other parts of the body in people who have already been treated with other chemotherapy medications and have not improved or worsened. It is also used in combination with erlotinib (Tarceva) to a certain type of NSCLC that has spread to other parts of the body. Ramucirumab is also used in combination with other chemotherapy medications to treat cancer of the colon (large intestine) or rectum that has spread to other parts of the body in people that have already been treated with other chemotherapy medications and have not improved or worsened. Ramucirumab is also used alone to treat certain people with hepatocellular carcinoma (HCC; a type of liver cancer) who have already been treated with sorafenib (Nexafar). Ramucirumab is in a class of medications called monoclonal antibodies. It works by stopping the growth of cancer cells.,"['diarrhea', 'sores in the mouth or throat', 'rash', 'sudden weakness of an arm or leg', 'drooping of one side of the face', 'difficulty speaking or understanding', 'crushing chest or shoulder pain', 'slow or difficult speech', 'chest pain', 'shortness of breath', 'headache', 'dizziness or faintness', 'seizures', 'confusion', 'change in vision or loss of vision', 'extreme tiredness', 'swelling of the face, eyes, stomach, hands, feet, ankles, or lower legs', 'unexplained weight gain', 'foamy urine', 'sore throat, fever, chills, ongoing cough and congestion, or other signs of infection', 'coughing up or vomiting blood or material that looks like coffee grounds, unusual bleeding or bruising, pink, red, or dark brown urine, red or tarry black bowel movements, or lightheadedness', 'diarrhea, vomiting, abdominal pain, fever, or chills']",https://medlineplus.gov/druginfo/meds/a614026.html
Hyoscyamine,"Hyoscyamine is used to control symptoms associated with disorders of the gastrointestinal (GI) tract. It works by decreasing the motion of the stomach and intestines and the secretion of stomach fluids, including acid. Hyoscyamine is also used in the treatment of bladder spasms, peptic ulcer disease, diverticulitis, colic, irritable bowel syndrome, cystitis, and pancreatitis. Hyoscyamine may also be used to treat certain heart conditions, to control the symptoms of Parkinson's disease and rhinitis (runny nose), and to reduce excess saliva production.","['drowsiness', 'dizziness or lightheadedness', 'headache', 'blurred vision', 'flushing (feeling of warmth)', 'dry mouth', 'constipation', 'difficulty urinating', 'increased sensitivity to light', 'diarrhea', 'skin rash', 'eye pain', 'fast or irregular heartbeat']",https://medlineplus.gov/druginfo/meds/a684010.html
Cytarabine Lipid Complex Injection,Cytarabine lipid complex is used to treat lymphomatous meningitis (a type of cancer in the covering of the spinal cord and brain). Cytarabine lipid complex is in a class of medications called antimetabolites. It works by slowing or stopping the growth of cancer cells in your body.,"['diarrhea', 'constipation', 'stomach pain', 'tiredness', 'weakness', 'muscle or joint pain', 'trouble falling or staying asleep', 'sudden change or loss of vision or hearing', 'dizziness', 'fainting', 'confusion or memory loss', 'seizure', 'numbness, burning, or tingling in the hands, arms, feet, or legs', 'loss of bowel or bladder control', 'loss of feeling or movement on one side of the body', 'difficulty walking or unsteady walking', 'sudden fever, severe headache, and stiff neck', 'difficulty breathing or swallowing', 'rash', 'hives', 'itching', 'unusual bleeding or bruising', 'fever, sore throat, ongoing cough and congestion, or other signs of infection']",https://medlineplus.gov/druginfo/meds/a612003.html
Liothyronine,Liothyronine is used to treat hypothyroidism (a condition where the thyroid gland does not produce enough thyroid hormone). Liothyronine is also used to treat a goiter (an enlarged thyroid gland) and to test for hyperthyroidism (a condition where the thyroid gland produces too much thyroid hormone). Liothyronine is in a class of medications called thyroid agents. It works by supplying the thyroid hormones normally produced by the body.,"['weight loss', 'nervousness', 'excessive sweating', 'sensitivity to heat', 'temporary hair loss (particularly in children during the first months of therapy)', 'chest pain', 'rapid or irregular heartbeat or pulse']",https://medlineplus.gov/druginfo/meds/a682462.html
Misoprostol,"Misoprostol is used to prevent ulcers in people who take certain arthritis or pain medicines, including aspirin, that can cause ulcers. It protects the stomach lining and decreases stomach acid secretion.","['diarrhea', 'headache', 'stomach pain', 'upset stomach', 'gas', 'vomiting', 'constipation', 'indigestion', 'vomiting blood', 'bloody or black, tarry stools']",https://medlineplus.gov/druginfo/meds/a689009.html
Ganciclovir Injection,"Ganciclovir injection is used to treat cytomegalovirus (CMV) retinitis (eye infection that can cause blindness) in people whose immune system is not working normally, including those people who have acquired immunodeficiency syndrome (AIDS). It is also used to prevent CMV disease in transplant recipients at risk for CMV infection. Ganciclovir injection is in a class of medications called antivirals. It works by stopping the spread of CMV in the body.","['diarrhea', 'loss of appetite', 'vomiting', 'tiredness', 'sweating', 'itching', 'redness, pain, or swelling at the injection site', 'unusual tiredness or weakness', 'pale skin', 'fast or irregular heartbeat', 'shortness of breath', 'numbness, pain, burning, or tingling in the hands or feet', 'vision changes', 'decreased urination']",https://medlineplus.gov/druginfo/meds/a689014.html
Ganciclovir,Ganciclovir capsules are used to treat cytomegalovirus (CMV) retinitis (eye infection that can cause blindness) in people whose immune system is not working normally. Ganciclovir capsules are used to treat CMV retinitis after the condition has been controlled by intravenous (injected into a vein) ganciclovir. Ganciclovir is also used to prevent cytomegalovirus (CMV) disease in people who have acquired immunodeficiency syndrome (AIDS) or who have received an organ transplant and are at risk of CMV disease. Ganciclovir is in a class of medications called antivirals. It works by preventing the spread of CMV disease or slowing the growth of CMV.,"['nausea', 'vomiting', 'diarrhea', 'constipation', 'stomach pain', 'belching', 'loss of appetite', 'changes in ability to taste food', 'dry mouth', 'mouth sores', 'unusual dreams', 'nervousness', 'depression', 'sweating', 'flushing', 'joint or muscle pain or cramps', 'seeing specks, flashes of light, or a dark curtain over everything', 'decreased urination', 'hives', 'rash', 'itching', 'swelling of the hands, arms, feet, ankles, or lower legs', 'numbness, pain, burning, or tingling in the hands or feet', 'shaking hands that you cannot control', 'difficulty breathing or swallowing', 'chest pain', 'mood changes', 'seizures']",https://medlineplus.gov/druginfo/meds/a605011.html
Stavudine,"Stavudine is used along with other medications to treat human immunodeficiency virus (HIV) infection. Stavudine is in a class of medications called nucleoside reverse transcriptase inhibitors (NRTIs). It works by decreasing the amount of HIV in the blood. Although stavudine does not cure HIV, it may decrease your chance of developing acquired immunodeficiency syndrome (AIDS) and HIV-related illnesses such as serious infections or cancer. Taking these medications along with practicing safer sex and making other life-style changes may decrease the risk of transmitting (spreading) the HIV virus to other people.","['headache', 'diarrhea', 'rash', 'numbness, tingling, burning or pain in the hands or feet', 'difficulty moving your hands and feet']",https://medlineplus.gov/druginfo/meds/a694033.html
Dabigatran,"Dabigatran is used to treat deep vein thrombosis (DVT; a blood clot, usually in the leg) and pulmonary embolism (PE; a blood clot in the lung) in adults and children 3 months of age and older who have been treated with an injectable anticoagulant ('blood thinner'). It is also used to reduce the risk of a DVT and PE from happening again after initial treatment is completed in adults and children 3 months of age and older.  Dabigatran is used to help prevent DVT and PE in adults who have had hip replacement surgery. Dabigatran is also used to help prevent strokes or serious blood clots in adults who have atrial fibrillation (a condition in which the heart beats irregularly, increasing the chance of clots forming in the body, and possibly causing strokes) without heart valve disease. Dabigatran is in a class of anticoagulant medications called direct thrombin inhibitors. It works by preventing blood clots from forming in the body.","['stomach pain', 'upset stomach', 'heartburn', 'nausea', 'unusual bruising or bleeding', 'pink or brown urine', 'red or black, tarry stools', 'coughing up blood', 'vomiting material that is bloody or looks like coffee grounds', 'bleeding from the gums', 'frequent nosebleeds', 'heavy menstrual bleeding', 'bleeding from a cut that lasts longer than normal', 'joint pain or swelling', 'headache', 'dizziness or feeling faint', 'weakness', 'hives', 'rash', 'itching', 'difficulty breathing or swallowing', 'chest pain or tightness', 'swelling of the face, throat, tongue, lips, eyes, arms, hands, feet, ankles, or lower legs']",https://medlineplus.gov/druginfo/meds/a610024.html
Dabrafenib,Dabrafenib is used alone or in combination with trametinib (Mekinist) to treat certain types of melanoma (a type of skin cancer). It is also used in combination with trametinib to prevent the return of a certain type of melanoma after surgery. Dabrafenib is also used in combination with trametinib to treat certain types of non-small cell lung cancer (NSCLC)  and thyroid cancer. It is also used in combination with trametinib to treat certain types of solid tumors in adults and children 6 years of age or older and to treat a certain type of glioma (a type of cancerous brain tumor) in children 1 year of age or older. Dabrafenib is in a class of medications called kinase inhibitors. It works by blocking the action of an abnormal protein that signals cancer cells to multiply. This helps stop the spread of cancer cells.,"['headache', 'joint, muscle, or back pain', 'nausea', 'diarrhea', 'constipation', 'loss of appetite', 'cough, runny nose, or sore throat ', 'hair loss', 'tiredness', 'thickening of the skin', 'infection of the skin around the fingernails or toenails', 'numbness and tingling of the arms, hands, legs, or feet', 'dry skin', 'changes in skin (new wart, skin sore, or red bump that bleeds or does not heal)', 'change in size or color of a mole', 'rash, red skin, or pimples', 'fever', 'fainting', 'dizziness, lightheadedness, or weakness', 'chills', 'decreased urination', 'frequent urination', 'increased thirst', 'eye pain ', 'red or swollen eyelids', 'sensitivity to light', 'blurred vision or vision changes, including seeing halos (blurred outline around objects) or colored dots', 'tingling, burning, swelling, pain, redness, blisters, sores, or peeling of skin on the palms and soles of the feet', 'blisters, ulcers, or sores on the skin, lips, or around the mouth or eyes', 'swollen glands', 'ongoing pain that begins in the stomach area but may spread to the back', 'unusual bleeding or bruising', 'bloody or black, tarry stools', 'coughing up or vomiting blood or material that looks like coffee grounds', 'nosebleed', 'chest pain', 'shortness of breath', 'swelling of the hands, feet, ankles or lower legs', 'fast, irregular, or pounding heartbeat', 'yellowing of the skin and eyes']",https://medlineplus.gov/druginfo/meds/a613038.html
Dacarbazine,Dacarbazine is used to treat melanoma (a type of skin cancer) that has spread to other parts of your body. Dacarbazine is also used in combination with other medications to treat Hodgkin's lymphoma (Hodgkin's disease; a type of cancer that begins in a type of white blood cells that normally fights infection). Dacarbazine is in a class of medications known as purine analogs. It works by slowing or stopping the growth of cancer cells in your body.,"['nausea', 'vomiting', 'loss of appetite', 'diarrhea', 'sores in the mouth and throat', 'hair loss', 'feeling of burning or tingling on the face', 'flushing', 'flu-like symptoms', 'redness, pain, swelling, or burning at the site where the injection was given', 'hives', 'skin rash', 'itching', 'difficulty breathing or swallowing ', 'fever, muscle aches, and general feeling of pain and tiredness']",https://medlineplus.gov/druginfo/meds/a682750.html
Daclatasvir,Daclatasvir is used along with another medication (sofosbuvir [Solvadi]) to treat a certain type of chronic hepatitis C (an ongoing viral infection that damages the liver). Daclatasvir is in a class of antiviral medications called hepatitis C virus (HCV) NS5A inhibitors. It works by stopping the virus that causes hepatitis C from spreading inside the body. It is not known if daclatasvir prevents the spread of hepatitis C to other people.,"['headache', 'diarrhea', 'near fainting or fainting', 'dizziness or lightheadedness', 'weakness or not feeling well', 'shortness of breath', 'chest pain', 'memory problems', 'confusion']",https://medlineplus.gov/druginfo/meds/a615044.html
Daclizumab Injection,"Daclizumab is used to prevent episodes of symptoms and slow the worsening of disability in people who have relapsing-remitting forms (course of disease where symptoms flare up from time to time) of multiple sclerosis (MS; a disease in which the nerves do not function properly and people may experience weakness, numbness, loss of muscle coordination, and problems with vision, speech, and bladder control). Daclizumab is usually used by people who were not helped by at least two other medications for MS. Daclizumab is in a class of medications called immunomodulators. It is thought to work by decreasing inflammation and decreasing the action of immune cells that may cause nerve damage.","['acne', 'mouth pain', 'rash', 'hives', 'itching', 'difficulty breathing or swallowing', 'swelling of the eyes, face, mouth, tongue, or throat', 'new or worsening depression', 'changes in mood or behavior', 'thinking about harming or killing yourself or planning or trying to do so', 'runny nose, coughing, sore throat, fever, chills, and other signs of infection', 'difficulty urinating', 'pain when urinating', 'seizures']",https://medlineplus.gov/druginfo/meds/a616036.html
Decitabine Injection,Decitabine is used to treat myelodysplastic syndrome (a group of conditions in which the bone marrow produces blood cells that are misshapen and does not produce enough healthy blood cells). Decitabine is in a class of medications called hypomethylation agents. It works by helping the bone marrow produce normal blood cells and by killing abnormal cells in the bone marrow.,"['excessive tiredness', 'pale skin', 'headache', 'dizziness', 'confusion', 'fast heartbeat', 'difficulty falling asleep or staying asleep', 'weakness', 'shortness of breath', 'nausea', 'constipation', 'diarrhea', 'vomiting', 'stomach pain', 'heartburn or indigestion', 'painful sores in mouth, or on tongue or lips', 'red spots on the skin', 'rash', 'change in skin color', 'hair loss', 'joint or muscle pain', 'chest discomfort or chest wall pain', 'swelling of the hands, feet, ankles, lower legs, or stomach', 'pain, swelling, or redness at injection spot', 'unusual bleeding or bruising', 'hives', 'itching', 'difficulty breathing or swallowing', 'swelling of the face', 'sore throat, fever, chills, cough, or other signs of infection', 'extreme thirst', 'frequent urination', 'extreme hunger', 'weakness', 'blurred vision']",https://medlineplus.gov/druginfo/meds/a608009.html
Dacomitinib,Dacomitinib is used to treat a certain type of non-small-cell lung cancer (NSCLC) that has spread to other parts of the body. Dacomitinib is in a class of medications called kinase inhibitors. It works by blocking the action of an abnormal protein that signals cancer cells to multiply. This helps slow or stop the spread of cancer cells.,"['weight loss', 'loss of appetite', 'mouth sores', 'infection of the skin around the fingernails or toenails', 'hair loss', 'cough', 'lack of energy', 'difficulty falling asleep or staying asleep', 'red or swollen eyes (""pink eye"")', 'taste changes', 'vomiting', 'diarrhea', 'shortness of breath, cough, and fever', 'dry skin, redness, rash, acne, itchy skin, and peeling or blistering of your skin', 'chest pain']",https://medlineplus.gov/druginfo/meds/a618055.html
Dalbavancin Injection,Dalbavancin injection is used to treat skin infections caused by certain types of bacteria. Dalbavancin is in a class of medications called lipoglycopeptide antibiotics. It works by killing bacteria.,"['nausea', 'vomiting', 'diarrhea', 'headache', 'hives, rash, itching, difficulty breathing or swallowing', 'severe diarrhea (watery or bloody stools) that may occur with or without fever and stomach cramps (may occur up to 2 months or more after your treatment)']",https://medlineplus.gov/druginfo/meds/a614036.html
Roflumilast,Roflumilast is used in people with severe chronic obstructive pulmonary disease (COPD; a group of diseases that affect the lungs and airways) to reduce the number of episodes or worsening of COPD symptoms. Roflumilast is in a class of medications called phosphodiesterase inhibitors. It works by decreasing swelling in the lungs.,"['diarrhea', 'nausea', 'dizziness', 'headache', 'back pain', 'muscle spasm', 'decrease in appetite', 'uncontrollable shaking of a part of your body']",https://medlineplus.gov/druginfo/meds/a611034.html
Flurazepam,Flurazepam is used to treat insomnia (difficulty falling asleep and staying asleep). Flurazepam is in a class of medications called benzodiazepines. It works by slowing activity in the brain to allow sleep.,"['drowsiness', 'dizziness or lightheadedness', 'loss of coordination', 'headache', 'heartburn', 'nausea', 'vomiting', 'stomach pain', 'diarrhea', 'constipation', 'nervousness', 'irritability', 'talking more than usual', 'weakness', 'joint pain', 'rash', 'hives', 'swelling of the face, throat, tongue, lips, or eyes', 'hoarseness', 'difficulty breathing or swallowing', 'pounding heartbeat', 'chest pain', 'coma (loss of consciousness for a period of time)']",https://medlineplus.gov/druginfo/meds/a682051.html
Dalteparin Injection,"Dalteparin is used in combination with aspirin to prevent serious or life-threatening complications from angina (chest pain) and heart attacks. Dalteparin is also used to prevent deep vein thrombosis (DVT; a blood clot, usually in the leg), which can lead to pulmonary embolism (PE; a blood clot in the lung), in people who are on bedrest or who are having hip replacement or abdominal surgery. It is also used treat DVT or PE and prevent it from happening again in children one month of age and older, and in adults with DVT or PE who have cancer.  Dalteparin is in a class of medications called anticoagulants ('blood thinners'). It works by decreasing the clotting ability of the blood.","['nosebleeds', 'redness, pain, bruising, or sores at the injection site', 'unusual bleeding or bruising', 'dark red spots under the skin or in the mouth', 'vomiting or spitting up blood or brown material that resembles coffee grounds', 'bloody or black, tarry stools', 'blood in urine', 'red or dark-brown urine', 'excessive menstrual bleeding', 'dizziness or lightheadedness', 'hives, rash', 'swelling of the face, throat, tongue, lips, or eyes', 'difficulty swallowing or breathing']",https://medlineplus.gov/druginfo/meds/a696006.html
Danazol,"Danazol is used to treat endometriosis (a condition in which the type of tissue that lines the uterus [womb] grows in other areas of the body and causes infertility, pain before and during menstrual periods, pain during and after sexual activity, and heavy or irregular bleeding)..Danazol is also used to treat  fibrocystic breast disease (swollen, tender breasts with noncancerous lumps) when other treatments are not successful. Danazol is also used to prevent attacks  in people with hereditary angioedema (inherited condition that causes episodes of swelling in the hands, feet, face, airway, or intestines). Danazol is in a class of medications called androgenic hormones. It works to treat endometriosis by shrinking the displaced tissue of the uterus. It works to treat fibrocystic breast disease by blocking the release of hormones that cause the breast pain and lumps. It works to treat hereditary angioedema by increasing the amount of a natural substance in the body.","['acne', 'decrease in breast size', 'weight gain', 'oily skin or hair', 'flushing', 'sweating', 'vaginal dryness, burning, itching, or bleeding', 'nervousness', 'irritability', 'absence of menstrual cycle, spotting, or change in menstrual cycle', 'deepening of voice, hoarseness, sore throat, increase in facial hair, baldness, or swelling of the arms or legs (in women)', 'red, peeling, or blistering skin']",https://medlineplus.gov/druginfo/meds/a682599.html
Dantrolene,"Dantrolene is used to treat spasticity (muscle stiffness and tightness) or muscle spasms associated with spinal cord injuries, stroke, multiple sclerosis, or cerebral palsy. It is also used to prevent, treat, or reduce the risk of malignant hyperthermia (disorder that causes a fast rise in body temperature and muscle contractions), Dantrolene is in a class of medications called skeletal muscle relaxants. Dantrolene acts on the spinal cord nerves to treat spasticity and to prevent and treat malignant hyperthermia.","['muscle weakness', 'dizziness', 'diarrhea', 'fatigue', 'seizures', 'difficulty breathing or slow, shallow breathing']",https://medlineplus.gov/druginfo/meds/a682576.html
Naxitamab-gqgk Injection,"Naxitamab-gqgk injection is used in combination with another medication in adults and children 1 year of age and older to treat neuroblastoma (a cancer that begins in nerve cells) in the bone or bone marrow that has returned or that did not respond to a previous treatment, but who have responded to other treatments. Naxitamab-gqgk injection is in a class of medications called monoclonal antibodies. It works by killing cancer cells.","['vomiting', 'nausea', 'diarrhea', 'loss of appetite', 'anxiety', 'tiredness', 'cough, runny nose, fever, or other signs of infection', 'severe headache, racing or irregular heartbeat, chest pain, dizziness, shortness of breath, nose bleeds, or fatigue']",https://medlineplus.gov/druginfo/meds/a621005.html
Dapagliflozin,"Dapagliflozin is used along with diet and exercise, and sometimes with other medications, to lower blood sugar levels in adults with type 2 diabetes (condition in which blood sugar is too high because the body does not produce or use insulin normally). It is also used to reduce the risk of needing to be hospitalized for heart failure in adults who have type 2 diabetes along with heart and blood vessel disease or who have multiple risk factors for developing heart and blood vessel disease. Dapagliflozin is also used in adults with heart failure to reduce the risk of needing to be hospitalized and death due to heart and blood vessel disease. It is also used to reduce the risk of worsening kidney disease, the need to be hospitalized for heart failure, and the risk of death due to heart disease in adults with kidney disease. Dapagliflozin is in a class of medications called sodium-glucose co-transporter 2 (SGLT2) inhibitors. It lowers blood sugar by causing the kidneys to get rid of more glucose in the urine. Dapagliflozin is not used to treat type 1 diabetes (condition in which the body does not produce insulin and, therefore, cannot control the amount of sugar in the blood) or diabetic ketoacidosis (a serious condition that may develop if high blood sugar is not treated).","['urinating a lot, including at night', 'stuffy or runny nose', 'sore throat', 'leg or arm pain', 'constipation', 'frequent, urgent, burning, or painful urination', 'urine that is cloudy, red, pink, or brown', 'strong smelling urine', 'decrease in amount of urine', 'fever, back pain, nausea or vomiting', 'dry mouth, dark urine, decreased sweating, dry skin, and other signs of dehydration', 'pelvic or rectal pain', '(in women) vaginal odor, white or yellowish vaginal discharge (may be lumpy or look like cottage cheese), or vaginal itching', 'rash', 'hives', 'itching', 'difficulty breathing or swallowing', 'swelling of the face, throat, tongue, lips, mouth, or eyes', 'hoarseness', 'nausea', 'vomiting', 'stomach-area pain', 'tiredness', 'difficulty breathing', '(in men) redness, itching, or swelling of the penis', 'rash on the penis', 'foul smelling discharge from the penis', 'or pain in the skin around the penis', 'feeling tired, weak, or uncomfortable', 'along with a fever and pain, tenderness, redness, and swelling of the genitals or the area between the genitals and the rectum']",https://medlineplus.gov/druginfo/meds/a614015.html
Daprodustat,"Daprodustat is used to treat anemia (a lower than normal number of red blood cells) in people with chronic kidney failure (condition in which the kidneys slowly and permanently stop working over a period of time) who have been receiving hemodialysis for at least 4 months Daprodustat is in a class of medications called HIF PH inhibitors. It works by increasing the hormone, erythropoietin, needed by the body to produce more red blood cells.","['abdominal pain', 'dizziness', 'nausea or vomiting', 'blood in your vomit or stool', 'black, tarry stools', 'trouble swallowing', 'pain in your throat or chest']",https://medlineplus.gov/druginfo/meds/a623010.html
Dapsone,Dapsone is used to treat leprosy and skin infections.,"['upset stomach', 'vomiting', 'sore throat', 'fever', 'rash', 'yellowing of the skin or eyes', 'unusual bruising']",https://medlineplus.gov/druginfo/meds/a682128.html
Daratumumab and Hyaluronidase-fihj Injection,Daratumumab and hyaluronidase-fihj injection is used alone or in combination with other medications or treatments to treat multiple myeloma (a type of cancer of the bone marrow) in newly diagnosed people and in people who have not improved with treatment or who have improved after treatment with other medications but the condition returned. Daratumumab and hyaluronidase-fihj injection is also used in combination with other medications to treat a certain kind of amyloidosis (a disease in which abnormal proteins build up in tissues and organs in the body) in newly diagnosed adults. Daratumumab is in a class of medications called monoclonal antibodies. It works by helping the body to slow or stop the growth of cancer cells. Hyaluronidase-fihj is an endoglycosidase. It helps to keep daratumumab in the body longer so that the medication will have a greater effect.,"['constipation', 'diarrhea', 'vomiting', 'nausea', 'stomach pain', 'loss of appetite', 'fatigue', 'difficulty falling asleep or staying asleep', 'pain, burning, or tingling in the hands or feet', 'swelling of the hands, ankles, or feet', 'joint or back pain', 'muscle spasms', 'headache', 'itching, swelling, bruising, or redness of the skin at the injection site', 'fever, cough, sore throat, or signs of infection', 'unusual bruising or bleeding', 'pale skin, fatigue, or shortness of breath', 'chest pain, feeling faint, swollen legs, fast or irregular heartbeat, or shortness of breath (especially if you are being treated for amyloidosis)', 'yellow eyes or skin', 'dark urine', 'or pain or discomfort in right upper stomach area']",https://medlineplus.gov/druginfo/meds/a620040.html
Daratumumab Injection,Daratumumab injection is used alone or in combination with other medications to treat multiple myeloma (a type of cancer of the bone marrow) in newly diagnosed people and in people who have not improved with treatment or who have improved after treatment with other medications but the condition returned. Daratumumab is in a class of medications called monoclonal antibodies. It works by helping the body to slow or stop the growth of cancer cells.,"['tiredness', 'constipation', 'diarrhea', 'back or joint pain', 'pain in your arms, legs, or chest', 'decreased appetite', 'headache', 'swelling of the hands, ankles, or feet', 'pain, burning, or tingling in the hands or feet', 'muscle spasms', 'difficulty falling asleep or staying asleep', 'bruising or bleeding', 'fever', 'extreme tiredness', 'yellowing of the skin or eyes']",https://medlineplus.gov/druginfo/meds/a616002.html
Daridorexant,Daridorexant is used to treat insomnia (difficulty falling asleep or staying asleep). Daridorexant is in a class of medications called orexin receptor antagonists. It works by blocking the action of a certain natural substance in the brain that causes wakefulness.,"['headache', 'fatigue', 'daytime sleepiness', 'dizziness', 'nausea', 'temporary inability to move or speak for up to several minutes while going to sleep or waking up', 'hallucinations (seeing things or hearing voices that do not exist) while going to sleep or waking up', 'temporary leg weakness during the day or at night']",https://medlineplus.gov/druginfo/meds/a622034.html
Darifenacin,"Darifenacin is used to treat an overactive bladder (a condition in which the bladder muscles contract uncontrollably and cause frequent urination, urgent need to urinate, and inability to control urination). Darifenacin is in a class of medications called antimuscarinics. It works by relaxing the bladder muscles to prevent urgent, frequent, or uncontrolled urination.","['dry mouth', 'constipation', 'upset stomach', 'stomach pain', 'diarrhea', 'weakness', 'dry eyes', 'difficulty urinating or being unable to urinate', 'burning pain during urination', 'rash', 'itching']",https://medlineplus.gov/druginfo/meds/a605039.html
Darolutamide,Darolutamide is used to treat certain types of prostate cancer (cancer that begins in the prostate [a male reproductive gland]) that has not spread to other parts of the body in men who have not been helped by other medical treatments. Darolutamide is also used to treat certain types of prostate cancer (cancer that begins in the prostate [a male reproductive gland]) that have spread to other parts of the body in men in combination with docetaxel. Darolutamide is in a class of medications called androgen receptor inhibitors. It works by blocking the effects of androgen (a male reproductive hormone) to stop the growth and spread of cancer cells.,"['extreme tiredness', 'arm, leg, hand, or foot pain', 'arm, leg, hand, or foot pain', 'rash', 'blood in urine', 'fever, rapid and/or shallow breathing, or cough', 'chest pain or feeling of pressure in the chest', 'seizures']",https://medlineplus.gov/druginfo/meds/a619045.html
